,HTTPClient,HTTPClient,0.3-3,2005-09-21 03:35    733741,,https://repo1.maven.org/maven2/HTTPClient/HTTPClient/0.3-3/HTTPClient-0.3-3.jar
,activemq,activemq-transport-http,2.0,2005-09-20 05:44     22316,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/2.0/activemq-transport-http-2.0.jar
,activemq,activemq-transport-http,1.5,2005-09-20 05:44     19948,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/1.5/activemq-transport-http-1.5.jar
,activemq,activemq-transport-http,1.4,2005-09-20 05:44     19948,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/1.4/activemq-transport-http-1.4.jar
,activemq,activemq-transport-http,1.3,2005-09-20 05:44     19948,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/1.3/activemq-transport-http-1.3.jar
,activemq,activemq-transport-http,1.2,2005-09-20 05:44     19948,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/1.2/activemq-transport-http-1.2.jar
,activemq,activemq-transport-http,1.1-G1M3,2005-09-20 05:44     19952,,https://repo1.maven.org/maven2/activemq/activemq-transport-http/1.1-G1M3/activemq-transport-http-1.1-G1M3.jar
,activemq,activemq-transport-gnet,1.5,2005-09-20 05:44     15527,,https://repo1.maven.org/maven2/activemq/activemq-transport-gnet/1.5/activemq-transport-gnet-1.5.jar
,activemq,activemq-transport-gnet,1.4,2005-09-20 05:44     15525,,https://repo1.maven.org/maven2/activemq/activemq-transport-gnet/1.4/activemq-transport-gnet-1.4.jar
,activemq,activemq-transport-gnet,1.3,2005-09-20 05:44     15527,,https://repo1.maven.org/maven2/activemq/activemq-transport-gnet/1.3/activemq-transport-gnet-1.3.jar
,activemq,activemq-transport-gnet,1.2,2005-09-20 05:44     15527,,https://repo1.maven.org/maven2/activemq/activemq-transport-gnet/1.2/activemq-transport-gnet-1.2.jar
,activemq,activemq-transport-gnet,1.1-G1M3,2005-09-20 05:44     15531,,https://repo1.maven.org/maven2/activemq/activemq-transport-gnet/1.1-G1M3/activemq-transport-gnet-1.1-G1M3.jar
,activemq,activemq-transport-ember,2.1,2005-09-20 05:44     13239,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/2.1/activemq-transport-ember-2.1.jar
,activemq,activemq-transport-ember,2.0,2005-09-20 05:44     13238,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/2.0/activemq-transport-ember-2.0.jar
,activemq,activemq-transport-ember,1.5,2005-09-20 05:44     13237,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/1.5/activemq-transport-ember-1.5.jar
,activemq,activemq-transport-ember,1.4,2005-09-20 05:44     13237,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/1.4/activemq-transport-ember-1.4.jar
,activemq,activemq-transport-ember,1.3,2005-09-20 05:44     13237,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/1.3/activemq-transport-ember-1.3.jar
,activemq,activemq-transport-ember,1.2,2005-09-20 05:44     13237,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/1.2/activemq-transport-ember-1.2.jar
,activemq,activemq-transport-ember,1.1-G1M3,2005-09-20 05:44     13242,,https://repo1.maven.org/maven2/activemq/activemq-transport-ember/1.1-G1M3/activemq-transport-ember-1.1-G1M3.jar
,activemq,activemq-tools,2.1,2005-09-20 05:44     27325,,https://repo1.maven.org/maven2/activemq/activemq-tools/2.1/activemq-tools-2.1.jar
,activemq,activemq-tools,2.0,2005-09-20 05:44     27325,,https://repo1.maven.org/maven2/activemq/activemq-tools/2.0/activemq-tools-2.0.jar
,activemq,activemq-tools,1.5,2005-09-20 05:44     19346,,https://repo1.maven.org/maven2/activemq/activemq-tools/1.5/activemq-tools-1.5.jar
,activemq,activemq-tools,1.4,2005-09-20 05:44     19346,,https://repo1.maven.org/maven2/activemq/activemq-tools/1.4/activemq-tools-1.4.jar
,activemq,activemq-tools,1.3,2005-09-20 05:44     19346,,https://repo1.maven.org/maven2/activemq/activemq-tools/1.3/activemq-tools-1.3.jar
,activemq,activemq-tools,1.2,2005-09-20 05:44     19346,,https://repo1.maven.org/maven2/activemq/activemq-tools/1.2/activemq-tools-1.2.jar
,activemq,activemq-tools,1.1-G1M3,2005-09-20 05:44     19351,,https://repo1.maven.org/maven2/activemq/activemq-tools/1.1-G1M3/activemq-tools-1.1-G1M3.jar
,activemq,activemq-store-journal,2.1,2005-09-20 05:44     23593,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/2.1/activemq-store-journal-2.1.jar
,activemq,activemq-store-journal,2.0,2005-09-20 05:44     22807,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/2.0/activemq-store-journal-2.0.jar
,activemq,activemq-store-journal,1.5,2005-09-20 05:44     56216,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/1.5/activemq-store-journal-1.5.jar
,activemq,activemq-store-journal,1.4,2005-09-20 05:44     56216,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/1.4/activemq-store-journal-1.4.jar
,activemq,activemq-store-journal,1.3,2005-09-20 05:44     56216,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/1.3/activemq-store-journal-1.3.jar
,activemq,activemq-store-journal,1.2,2005-09-20 05:44     56216,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/1.2/activemq-store-journal-1.2.jar
,activemq,activemq-store-journal,1.1-G1M3,2005-09-20 05:44     56166,,https://repo1.maven.org/maven2/activemq/activemq-store-journal/1.1-G1M3/activemq-store-journal-1.1-G1M3.jar
,activemq,activemq-store-jdbm,2.1,2005-09-20 05:44     11123,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/2.1/activemq-store-jdbm-2.1.jar
,activemq,activemq-store-jdbm,2.0,2005-09-20 05:44     11123,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/2.0/activemq-store-jdbm-2.0.jar
,activemq,activemq-store-jdbm,1.5,2005-09-20 05:44     13233,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.5/activemq-store-jdbm-1.5.jar
,activemq,activemq-store-jdbm,1.4,2005-09-20 05:44     13233,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.4/activemq-store-jdbm-1.4.jar
,activemq,activemq-store-jdbm,1.3,2005-09-20 05:44     13233,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.3/activemq-store-jdbm-1.3.jar
,activemq,activemq-store-jdbm,1.2-20041105,2005-09-20 05:44     13077,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.2-20041105/activemq-store-jdbm-1.2-20041105.jar
,activemq,activemq-store-jdbm,1.2,2005-09-20 05:44     13233,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.2/activemq-store-jdbm-1.2.jar
,activemq,activemq-store-jdbm,1.1-G1M3,2005-09-20 05:44     13073,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbm/1.1-G1M3/activemq-store-jdbm-1.1-G1M3.jar
,activemq,activemq-store-jdbc,2.1,2005-09-20 05:44     36763,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/2.1/activemq-store-jdbc-2.1.jar
,activemq,activemq-store-jdbc,2.0,2005-09-20 05:44     36682,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/2.0/activemq-store-jdbc-2.0.jar
,activemq,activemq-store-jdbc,1.5,2005-09-20 05:44     38900,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/1.5/activemq-store-jdbc-1.5.jar
,activemq,activemq-store-jdbc,1.4,2005-09-20 05:44     38900,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/1.4/activemq-store-jdbc-1.4.jar
,activemq,activemq-store-jdbc,1.3,2005-09-20 05:44     38900,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/1.3/activemq-store-jdbc-1.3.jar
,activemq,activemq-store-jdbc,1.2,2005-09-20 05:44     38900,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/1.2/activemq-store-jdbc-1.2.jar
,activemq,activemq-store-jdbc,1.1-G1M3,2005-09-20 05:44     38383,,https://repo1.maven.org/maven2/activemq/activemq-store-jdbc/1.1-G1M3/activemq-store-jdbc-1.1-G1M3.jar
,activemq,activemq-store-bdbn,2.1,2005-09-20 05:44      9556,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/2.1/activemq-store-bdbn-2.1.jar
,activemq,activemq-store-bdbn,2.0,2005-09-20 05:44      9555,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/2.0/activemq-store-bdbn-2.0.jar
,activemq,activemq-store-bdbn,1.5,2005-09-20 05:44      9574,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/1.5/activemq-store-bdbn-1.5.jar
,activemq,activemq-store-bdbn,1.4,2005-09-20 05:44      9574,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/1.4/activemq-store-bdbn-1.4.jar
,activemq,activemq-store-bdbn,1.3,2005-09-20 05:44      9574,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/1.3/activemq-store-bdbn-1.3.jar
,activemq,activemq-store-bdbn,1.2,2005-09-20 05:44      9574,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/1.2/activemq-store-bdbn-1.2.jar
,activemq,activemq-store-bdbn,1.1-G1M3,2005-09-20 05:44      9558,,https://repo1.maven.org/maven2/activemq/activemq-store-bdbn/1.1-G1M3/activemq-store-bdbn-1.1-G1M3.jar
,activemq,activemq-store-bdb,2.1,2005-09-20 05:44     19147,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/2.1/activemq-store-bdb-2.1.jar
,activemq,activemq-store-bdb,2.0,2005-09-20 05:44     19147,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/2.0/activemq-store-bdb-2.0.jar
,activemq,activemq-store-bdb,1.5,2005-09-20 05:44     22617,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/1.5/activemq-store-bdb-1.5.jar
,activemq,activemq-store-bdb,1.4,2005-09-20 05:44     22617,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/1.4/activemq-store-bdb-1.4.jar
,activemq,activemq-store-bdb,1.3,2005-09-20 05:44     22617,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/1.3/activemq-store-bdb-1.3.jar
,activemq,activemq-store-bdb,1.2,2005-09-20 05:44     22617,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/1.2/activemq-store-bdb-1.2.jar
,activemq,activemq-store-bdb,1.1-G1M3,2005-09-20 05:44     22351,,https://repo1.maven.org/maven2/activemq/activemq-store-bdb/1.1-G1M3/activemq-store-bdb-1.1-G1M3.jar
,activemq,activemq-spring,2.1,2005-09-20 05:44     24965,,https://repo1.maven.org/maven2/activemq/activemq-spring/2.1/activemq-spring-2.1.jar
,activemq,activemq-spring,2.0,2005-09-20 05:44     24965,,https://repo1.maven.org/maven2/activemq/activemq-spring/2.0/activemq-spring-2.0.jar
,activemq,activemq-spring,1.5,2005-09-20 05:44     24774,,https://repo1.maven.org/maven2/activemq/activemq-spring/1.5/activemq-spring-1.5.jar
,activemq,activemq-spring,1.4,2005-09-20 05:44     24774,,https://repo1.maven.org/maven2/activemq/activemq-spring/1.4/activemq-spring-1.4.jar
,activemq,activemq-spring,1.3,2005-09-20 05:44     24774,,https://repo1.maven.org/maven2/activemq/activemq-spring/1.3/activemq-spring-1.3.jar
,activemq,activemq-spring,1.2,2005-09-20 05:44     24774,,https://repo1.maven.org/maven2/activemq/activemq-spring/1.2/activemq-spring-1.2.jar
,activemq,activemq-spring,1.1-G1M3,2005-09-20 05:44     24782,,https://repo1.maven.org/maven2/activemq/activemq-spring/1.1-G1M3/activemq-spring-1.1-G1M3.jar
,activemq,activemq-ra,4.0-M3,2005-12-09 21:31     61271,,https://repo1.maven.org/maven2/activemq/activemq-ra/4.0-M3/activemq-ra-4.0-M3.jar
,activemq,activemq-ra,4.0-M2,2005-11-22 02:01     61272,,https://repo1.maven.org/maven2/activemq/activemq-ra/4.0-M2/activemq-ra-4.0-M2.jar
,activemq,activemq-ra,4.0-M1,2005-10-28 20:00     61250,,https://repo1.maven.org/maven2/activemq/activemq-ra/4.0-M1/activemq-ra-4.0-M1.jar
,activemq,activemq-ra,3.2.4,2006-07-18 02:00     71710,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2.4/activemq-ra-3.2.4.jar
,activemq,activemq-ra,3.2.3,2006-03-08 05:31     72176,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2.3/activemq-ra-3.2.3.jar
,activemq,activemq-ra,3.2.2,2006-02-02 21:31     73285,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2.2/activemq-ra-3.2.2.jar
,activemq,activemq-ra,3.2.1,2005-11-23 21:34     73570,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2.1/activemq-ra-3.2.1.jar
,activemq,activemq-ra,3.2-M1,2005-09-29 00:02     72331,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2-M1/activemq-ra-3.2-M1.jar
,activemq,activemq-ra,3.2,2005-10-26 06:02     73566,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.2/activemq-ra-3.2.jar
,activemq,activemq-ra,3.1-M6,2005-09-20 05:44     71637,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M6/activemq-ra-3.1-M6.jar
,activemq,activemq-ra,3.1-M5,2005-09-20 05:44     71636,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M5/activemq-ra-3.1-M5.jar
,activemq,activemq-ra,3.1-M4,2005-09-20 05:44     71636,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M4/activemq-ra-3.1-M4.jar
,activemq,activemq-ra,3.1-M3,2005-09-20 05:44     69532,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M3/activemq-ra-3.1-M3.jar
,activemq,activemq-ra,3.1-M2,2005-09-20 05:44     69836,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M2/activemq-ra-3.1-M2.jar
,activemq,activemq-ra,3.1-M1,2005-09-20 05:44     69381,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1-M1/activemq-ra-3.1-M1.jar
,activemq,activemq-ra,3.1,2005-09-20 05:44     71634,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.1/activemq-ra-3.1.jar
,activemq,activemq-ra,3.0,2005-09-20 05:44     68243,,https://repo1.maven.org/maven2/activemq/activemq-ra/3.0/activemq-ra-3.0.jar
,activemq,activemq-ra,2.1,2005-09-20 05:44     73360,,https://repo1.maven.org/maven2/activemq/activemq-ra/2.1/activemq-ra-2.1.jar
,activemq,activemq-ra,2.0,2005-09-20 05:44     72626,,https://repo1.maven.org/maven2/activemq/activemq-ra/2.0/activemq-ra-2.0.jar
,activemq,activemq-ra,1.5,2005-09-20 05:44     70711,,https://repo1.maven.org/maven2/activemq/activemq-ra/1.5/activemq-ra-1.5.jar
,activemq,activemq-ra,1.4,2005-09-20 05:44     70711,,https://repo1.maven.org/maven2/activemq/activemq-ra/1.4/activemq-ra-1.4.jar
,activemq,activemq-ra,1.3,2005-09-20 05:44     59504,,https://repo1.maven.org/maven2/activemq/activemq-ra/1.3/activemq-ra-1.3.jar
,activemq,activemq-ra,1.2-20041105,2005-09-20 05:44     53897,,https://repo1.maven.org/maven2/activemq/activemq-ra/1.2-20041105/activemq-ra-1.2-20041105.jar
,activemq,activemq-optional,3.2.4,2006-07-18 02:00     73534,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2.4/activemq-optional-3.2.4.jar
,activemq,activemq-optional,3.2.3,2006-03-08 05:31     74438,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2.3/activemq-optional-3.2.3.jar
,activemq,activemq-optional,3.2.2,2006-02-02 21:31     72019,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2.2/activemq-optional-3.2.2.jar
,activemq,activemq-optional,3.2.1,2005-11-23 21:34     72122,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2.1/activemq-optional-3.2.1.jar
,activemq,activemq-optional,3.2-M1,2005-09-29 00:02     72020,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2-M1/activemq-optional-3.2-M1.jar
,activemq,activemq-optional,3.2,2005-10-26 06:02     72121,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.2/activemq-optional-3.2.jar
,activemq,activemq-optional,3.1-M6,2005-09-20 05:44     66232,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M6/activemq-optional-3.1-M6.jar
,activemq,activemq-optional,3.1-M5,2005-09-20 05:44     66232,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M5/activemq-optional-3.1-M5.jar
,activemq,activemq-optional,3.1-M4,2005-09-20 05:44     65732,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M4/activemq-optional-3.1-M4.jar
,activemq,activemq-optional,3.1-M3,2005-09-20 05:44     65654,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M3/activemq-optional-3.1-M3.jar
,activemq,activemq-optional,3.1-M2,2005-09-20 05:44     65751,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M2/activemq-optional-3.1-M2.jar
,activemq,activemq-optional,3.1-M1,2005-09-20 05:44     65654,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1-M1/activemq-optional-3.1-M1.jar
,activemq,activemq-optional,3.1,2005-09-20 05:44     66230,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.1/activemq-optional-3.1.jar
,activemq,activemq-optional,3.0,2005-09-20 05:44     65651,,https://repo1.maven.org/maven2/activemq/activemq-optional/3.0/activemq-optional-3.0.jar
,activemq,activemq-jaas,4.0-M3,2005-12-09 21:31     11420,,https://repo1.maven.org/maven2/activemq/activemq-jaas/4.0-M3/activemq-jaas-4.0-M3.jar
,activemq,activemq-jaas,4.0-M2,2005-11-22 02:01     11420,,https://repo1.maven.org/maven2/activemq/activemq-jaas/4.0-M2/activemq-jaas-4.0-M2.jar
,activemq,activemq-jaas,4.0-M1,2005-10-28 20:00     11349,,https://repo1.maven.org/maven2/activemq/activemq-jaas/4.0-M1/activemq-jaas-4.0-M1.jar
,activemq,activemq-itest-ejb,2.1,2005-09-20 05:44      7621,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/2.1/activemq-itest-ejb-2.1.jar
,activemq,activemq-itest-ejb,2.0,2005-09-20 05:44      8399,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/2.0/activemq-itest-ejb-2.0.jar
,activemq,activemq-itest-ejb,1.5,2005-09-20 05:44      8398,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/1.5/activemq-itest-ejb-1.5.jar
,activemq,activemq-itest-ejb,1.4,2005-09-20 05:44      8398,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/1.4/activemq-itest-ejb-1.4.jar
,activemq,activemq-itest-ejb,1.3,2005-09-20 05:44      6834,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/1.3/activemq-itest-ejb-1.3.jar
,activemq,activemq-itest-ejb,1.2,2005-09-20 05:44      8377,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/1.2/activemq-itest-ejb-1.2.jar
,activemq,activemq-itest-ejb,1.1-G1M3,2005-09-20 05:44      8442,,https://repo1.maven.org/maven2/activemq/activemq-itest-ejb/1.1-G1M3/activemq-itest-ejb-1.1-G1M3.jar
,activemq,activemq-itest-ear,1.3,2005-09-20 05:44       502,,https://repo1.maven.org/maven2/activemq/activemq-itest-ear/1.3/activemq-itest-ear-1.3.jar
,activemq,activemq-gbean-management,g1_1-3.2.4,2006-07-18 02:00      1837,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/g1_1-3.2.4/activemq-gbean-management-g1_1-3.2.4.jar
,activemq,activemq-gbean-management,3.2.4,2006-07-18 02:00      1814,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2.4/activemq-gbean-management-3.2.4.jar
,activemq,activemq-gbean-management,3.2.3,2006-03-08 05:31      1870,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2.3/activemq-gbean-management-3.2.3.jar
,activemq,activemq-gbean-management,3.2.2,2006-02-02 21:31      1871,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2.2/activemq-gbean-management-3.2.2.jar
,activemq,activemq-gbean-management,3.2.1,2005-11-23 21:34      1870,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2.1/activemq-gbean-management-3.2.1.jar
,activemq,activemq-gbean-management,3.2-M1,2005-09-29 00:02      1872,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2-M1/activemq-gbean-management-3.2-M1.jar
,activemq,activemq-gbean-management,3.2,2005-10-26 06:02      1869,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.2/activemq-gbean-management-3.2.jar
,activemq,activemq-gbean-management,3.1,2005-09-20 05:44      1870,,https://repo1.maven.org/maven2/activemq/activemq-gbean-management/3.1/activemq-gbean-management-3.1.jar
,activemq,activemq-gbean,g1_1-3.2.4,2006-07-18 02:00     19479,,https://repo1.maven.org/maven2/activemq/activemq-gbean/g1_1-3.2.4/activemq-gbean-g1_1-3.2.4.jar
,activemq,activemq-gbean,3.2.4,2006-07-18 02:00     19537,,https://repo1.maven.org/maven2/activemq/activemq-gbean/3.2.4/activemq-gbean-3.2.4.jar
