Compiled from "NumberMathModificationInfo.java"
       4: ldc           #138                // String plus
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static double plus(byte, float);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #145                // Field byte_plus:Z
       6: ifeq          15
       9: iload_0
      10: fload_1
      11: invokestatic  #374                // Method plusSlow:(BF)D
      14: dreturn
      15: iload_0
      16: i2d
      17: fload_1
      18: f2d
      19: dadd
      20: dreturn

  private static double plusSlow(byte, float);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #138                // String plus
       6: fload_1
       7: invokestatic  #378                // Method java/lang/Float.valueOf:(F)Ljava/lang/Float;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static double plus(byte, double);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #145                // Field byte_plus:Z
       6: ifeq          15
       9: iload_0
      10: dload_1
      11: invokestatic  #385                // Method plusSlow:(BD)D
      14: dreturn
      15: iload_0
      16: i2d
      17: dload_1
      18: dadd
      19: dreturn

  private static double plusSlow(byte, double);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #138                // String plus
       6: dload_1
       7: invokestatic  #389                // Method java/lang/Double.valueOf:(D)Ljava/lang/Double;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static int plus(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #149                // Field short_plus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #392                // Method plusSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iadd
      18: ireturn

  private static int plusSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #138                // String plus
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int plus(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #149                // Field short_plus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #395                // Method plusSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iadd
      18: ireturn

  private static int plusSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #138                // String plus
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int plus(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #149                // Field short_plus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #398                // Method plusSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: iadd
      18: ireturn

  private static int plusSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #138                // String plus
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long plus(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #149                // Field short_plus:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #401                // Method plusSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: ladd
      19: lreturn

  private static long plusSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #138                // String plus
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static double plus(short, float);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #149                // Field short_plus:Z
       6: ifeq          15
       9: iload_0
      10: fload_1
      11: invokestatic  #404                // Method plusSlow:(SF)D
      14: dreturn
      15: iload_0
      16: i2d
      17: fload_1
      18: f2d
      19: dadd
      20: dreturn

  private static double plusSlow(short, float);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #138                // String plus
       6: fload_1
       7: invokestatic  #378                // Method java/lang/Float.valueOf:(F)Ljava/lang/Float;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
